campaign_id,campaign_name,ad_group_id,ad_group_name,Date,banner_group_spend,views,clicks,CTR,average_cpc,DIRECT PPV,DIRECT UNITS,INDIRECT UNITS,units_direct_view,units_indirect_view,CVR,DIRECT REVENUE,INDIRECT REVENUE,revenue_direct_view,revenue_indirect_view,Direct ROI,Indirect ROI
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,RXP6RVMO8GWI,GOCRUSH_421,4/7/2022,3916.64,59602,545,0.9144,7.1865,251,3,0,2,0,0.0092,3597,0,2548,0,1.5689,0
FG141AULCCDK,LF-PCA-EarBuds-New-Creatives,9IJBUK33GY7X,Buds-Comp,29-07-2022,6977,58579,870,1.4852,8.0195,489,4,0,0,0,0.0046,4796,0,0,0,0.6874,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,RXP6RVMO8GWI,GOCRUSH_421,3/7/2022,3865.12,58333,541,0.9274,7.1444,244,1,0,2,0,0.0055,999,0,3398,0,1.1376,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,JWB7FGORBTW8,GOBUDS_410_Generic_Brand,7/7/2022,4855,57837,971,1.6789,5,647,5,0,1,0,0.0062,7095,0,1799,0,1.8319,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,RXP6RVMO8GWI,GOCRUSH_421,5/7/2022,3756.48,57824,526,0.9097,7.1416,214,2,0,0,0,0.0038,5048,0,0,0,1.3438,0
5XX8HY6DTGXH,LF-PCA-GOCRUSH-New Creatives,2XPA8MNAVQG4,generic,29-07-2022,6522.8,57718,607,1.0517,10.746,405,4,0,1,0,0.0082,9596,0,809,0,1.5952,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,RXP6RVMO8GWI,GOCRUSH_421,21-07-2022,3940.16,57257,548,0.9571,7.1901,299,3,0,0,0,0.0055,7197,0,0,0,1.8266,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,RXP6RVMO8GWI,GOCRUSH_421,20-07-2022,3927.84,56992,545,0.9563,7.207,306,2,0,1,0,0.0055,5998,0,2999,0,2.2906,0
CSYVRLTJPRUU,PCA_GOBASS_CREATIVES,Q3K9OYAPX7KJ,GOBASS_610,3/7/2022,3966,56847,661,1.1628,6,453,3,0,2,0,0.0076,1497,0,1748,0,0.8182,0
WR0AIYZEHRHJ,LF-PCA-GOKIXX-New-Creatives,EU6O0WDM63KR,comp,29-07-2022,4109.6,55283,489,0.8845,8.4041,236,2,0,7,0,0.0184,1898,0,6353,0,2.0077,0
FG141AULCCDK,LF-PCA-EarBuds-New-Creatives,B114S9SAT2VM,Buds-Branded,28-07-2022,12046.5,54923,653,1.1889,18.4479,324,1,0,5,0,0.0092,999,0,5495,0,0.5391,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,RXP6RVMO8GWI,GOCRUSH_421,17-07-2022,3699.36,54918,517,0.9414,7.1554,209,1,0,0,0,0.0019,1549,0,0,0,0.4187,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,RXP6RVMO8GWI,GOCRUSH_421,18-07-2022,3427.2,54523,478,0.8767,7.1699,302,0,0,0,0,0,0,0,0,0,0,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,ZDERIMJ89157,GOCRUSH_410,9/7/2022,3963.21,54372,575,1.0575,6.8925,246,0,0,0,0,0,0,0,0,0,0,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,RXP6RVMO8GWI,GOCRUSH_421,2/7/2022,3687.04,54321,514,0.9462,7.1732,228,3,0,0,0,0.0058,4297,0,0,0,1.1654,0
CSYVRLTJPRUU,PCA_GOBASS_CREATIVES,1KKFCPM3S4VU,GOBASS_900,2/7/2022,3942,53444,657,1.2293,6,420,3,0,5,0,0.0122,1597,0,2595,0,1.0634,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,JWB7FGORBTW8,GOBUDS_410_Generic_Brand,3/7/2022,4200,53141,840,1.5807,5,333,0,0,2,0,0.0024,0,0,2148,0,0.5114,0
CSYVRLTJPRUU,PCA_GOBASS_CREATIVES,Q3K9OYAPX7KJ,GOBASS_610,1/7/2022,4026,53013,671,1.2657,6,497,9,0,0,0,0.0134,4161,0,0,0,1.0335,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,RXP6RVMO8GWI,GOCRUSH_421,6/7/2022,3865.12,52736,539,1.0221,7.1709,236,1,0,1,0,0.0037,1549,0,1549,0,0.8015,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,ZDERIMJ89157,GOCRUSH_410,11/7/2022,3934.71,52645,570,1.0827,6.903,266,1,0,0,0,0.0018,1699,0,0,0,0.4318,0
CSYVRLTJPRUU,PCA_GOBASS_CREATIVES,1KKFCPM3S4VU,GOBASS_900,3/7/2022,3954,52518,659,1.2548,6,405,1,0,1,0,0.003,549,0,499,0,0.265,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,ZDERIMJ89157,GOCRUSH_410,10/7/2022,3981.45,52208,574,1.0994,6.9363,322,0,0,0,0,0,0,0,0,0,0,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,DLQXMFH68TVS,GOCRUSH_900,16-07-2022,5429.76,51937,754,1.4518,7.2013,447,2,0,1,0,0.004,4498,0,2999,0,1.3807,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,JWB7FGORBTW8,GOBUDS_410_Generic_Brand,5/7/2022,4235,51592,847,1.6417,5,455,2,0,1,0,0.0035,2598,0,2499,0,1.2035,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,RXP6RVMO8GWI,GOCRUSH_421,13-07-2022,3525.76,50136,490,0.9773,7.1954,187,0,0,0,0,0,0,0,0,0,0,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,JWB7FGORBTW8,GOBUDS_410_Generic_Brand,4/7/2022,4120,49896,824,1.6514,5,408,0,0,1,0,0.0012,0,0,1199,0,0.291,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,ZDERIMJ89157,GOCRUSH_410,12/7/2022,3940.41,49871,568,1.1389,6.9373,277,0,0,1,0,0.0018,0,0,3499,0,0.888,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,JWB7FGORBTW8,GOBUDS_410_Generic_Brand,10/7/2022,4065,49713,813,1.6354,5,382,2,0,2,0,0.0049,2698,0,2398,0,1.2536,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,RXP6RVMO8GWI,GOCRUSH_421,1/7/2022,3264.8,49481,451,0.9115,7.239,195,2,0,0,0,0.0044,3398,0,0,0,1.0408,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,ZDERIMJ89157,GOCRUSH_410,14-07-2022,3951.81,49455,573,1.1586,6.8967,337,3,0,0,0,0.0052,8547,0,0,0,2.1628,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ELBWLWO8WYZR,GOBUDS_600_New_Keywords,10/7/2022,3480,49427,696,1.4081,5,310,1,0,0,0,0.0014,1199,0,0,0,0.3445,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ELBWLWO8WYZR,GOBUDS_600_New_Keywords,9/7/2022,3480,49305,696,1.4116,5,352,7,0,1,0,0.0115,10593,0,549,0,3.2017,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,RXP6RVMO8GWI,GOCRUSH_421,11/7/2022,3197.6,49248,449,0.9117,7.1216,259,2,0,1,0,0.0067,3098,0,1199,0,1.3438,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,JWB7FGORBTW8,GOBUDS_410_Generic_Brand,11/7/2022,4070,49005,814,1.6611,5,376,1,0,1,0,0.0025,1499,0,349,0,0.4541,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,ZDERIMJ89157,GOCRUSH_410,8/7/2022,3961.5,49003,575,1.1734,6.8896,266,2,0,0,0,0.0035,2848,0,0,0,0.7189,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,JWB7FGORBTW8,GOBUDS_410_Generic_Brand,2/7/2022,4290,48976,858,1.7519,5,411,0,0,1,0,0.0012,0,0,1599,0,0.3727,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,ZDERIMJ89157,GOCRUSH_410,19-07-2022,3963.78,48962,573,1.1703,6.9176,138,1,0,1,0,0.0035,1699,0,1199,0,0.7311,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,ZDERIMJ89157,GOCRUSH_410,20-07-2022,3876.57,48537,561,1.1558,6.9101,309,3,0,2,0,0.0089,6697,0,4298,0,2.8363,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,ZDERIMJ89157,GOCRUSH_410,13-07-2022,3942.69,47833,569,1.1896,6.9292,244,0,0,0,0,0,0,0,0,0,0,0
CSYVRLTJPRUU,PCA_GOBASS_CREATIVES,1KKFCPM3S4VU,GOBASS_900,1/7/2022,3984,47025,664,1.412,6,403,1,0,2,0,0.0045,1454,0,1048,0,0.628,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,ZDERIMJ89157,GOCRUSH_410,17-07-2022,3935.28,46994,574,1.2214,6.8559,283,4,0,3,0,0.0122,8456,0,3942,0,3.1505,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ELBWLWO8WYZR,GOBUDS_600_New_Keywords,4/7/2022,3475,46684,695,1.4887,5,341,4,0,0,0,0.0058,6496,0,0,0,1.8694,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,ZDERIMJ89157,GOCRUSH_410,6/7/2022,3971.76,46598,578,1.2404,6.8716,198,0,0,0,0,0,0,0,0,0,0,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ELBWLWO8WYZR,GOBUDS_600_New_Keywords,21-07-2022,3470,46317,694,1.4984,5,298,1,0,0,0,0.0014,1599,0,0,0,0.4608,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,JWB7FGORBTW8,GOBUDS_410_Generic_Brand,9/7/2022,3815,46228,763,1.6505,5,352,2,0,1,0,0.0039,2448,0,1199,0,0.956,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,ZDERIMJ89157,GOCRUSH_410,2/7/2022,4076.64,46220,588,1.2722,6.9331,358,1,0,0,0,0.0017,3499,0,0,0,0.8583,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ELBWLWO8WYZR,GOBUDS_600_New_Keywords,20-07-2022,3395,45849,679,1.4809,5,262,0,0,2,0,0.0029,0,0,1848,0,0.5443,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,ZDERIMJ89157,GOCRUSH_410,3/7/2022,3962.07,44445,573,1.2892,6.9146,271,0,0,1,0,0.0017,0,0,3499,0,0.8831,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,JWB7FGORBTW8,GOBUDS_410_Generic_Brand,13-07-2022,3850,44274,770,1.7392,5,410,5,0,4,0,0.0117,6095,0,4446,0,2.7379,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ELBWLWO8WYZR,GOBUDS_600_New_Keywords,8/7/2022,3480,44098,696,1.5783,5,300,3,0,2,0,0.0072,4197,0,998,0,1.4928,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,ZDERIMJ89157,GOCRUSH_410,5/7/2022,3956.37,44062,572,1.2982,6.9167,291,3,0,0,0,0.0052,9297,0,0,0,2.3499,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,ZDERIMJ89157,GOCRUSH_410,4/7/2022,3939.84,43941,570,1.2972,6.912,291,1,0,0,0,0.0018,1199,0,0,0,0.3043,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,ZDERIMJ89157,GOCRUSH_410,1/7/2022,4198.05,43595,606,1.3901,6.9275,265,2,0,1,0,0.005,3398,0,1699,0,1.2141,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,JWB7FGORBTW8,GOBUDS_410_Generic_Brand,1/7/2022,4285,42620,857,2.0108,5,415,3,0,0,0,0.0035,5897,0,0,0,1.3762,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,JWB7FGORBTW8,GOBUDS_410_Generic_Brand,8/7/2022,3620,42486,724,1.7041,5,322,5,0,1,0,0.0083,6095,0,1799,0,2.1807,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ELBWLWO8WYZR,GOBUDS_600_New_Keywords,17-07-2022,3455,41735,691,1.6557,5,271,1,0,2,0,0.0043,1598,0,3398,0,1.446,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,ZDERIMJ89157,GOCRUSH_410,21-07-2022,3944.97,41489,570,1.3739,6.921,319,2,0,1,0,0.0053,5998,0,2499,0,2.1539,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,ZDERIMJ89157,GOCRUSH_410,18-07-2022,3734.64,41470,543,1.3094,6.8778,276,2,0,1,0,0.0055,4298,0,2999,0,1.9539,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,ZDERIMJ89157,GOCRUSH_410,7/7/2022,3882.27,41230,559,1.3558,6.945,333,4,0,0,0,0.0072,6196,0,0,0,1.596,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ELBWLWO8WYZR,GOBUDS_600_New_Keywords,7/7/2022,3430,41180,686,1.6659,5,375,1,0,0,0,0.0015,999,0,0,0,0.2913,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ELBWLWO8WYZR,GOBUDS_600_New_Keywords,11/7/2022,3455,40670,691,1.699,5,383,4,0,1,0,0.0072,5896,0,1599,0,2.1693,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ELBWLWO8WYZR,GOBUDS_600_New_Keywords,12/7/2022,3500,40599,700,1.7242,5,434,3,0,0,0,0.0043,3697,0,0,0,1.0563,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,ZDERIMJ89157,GOCRUSH_410,15-07-2022,3140.7,40025,461,1.1518,6.8128,239,1,0,1,0,0.0043,2999,0,3499,0,2.069,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ELBWLWO8WYZR,GOBUDS_600_New_Keywords,3/7/2022,3475,39886,695,1.7425,5,281,2,0,1,0,0.0043,3198,0,1599,0,1.3804,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,RXP6RVMO8GWI,GOCRUSH_421,12/7/2022,2583.84,39798,361,0.9071,7.1575,183,2,0,1,0,0.0083,3398,0,1549,0,1.9146,0
WR0AIYZEHRHJ,LF-PCA-GOKIXX-New-Creatives,9JASYQAZBTH5,auto,29-07-2022,2904,39475,329,0.8334,8.8267,107,0,0,1,0,0.003,0,0,799,0,0.2751,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ELBWLWO8WYZR,GOBUDS_600_New_Keywords,19-07-2022,3460,39311,692,1.7603,5,187,0,0,0,0,0,0,0,0,0,0,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ELBWLWO8WYZR,GOBUDS_600_New_Keywords,2/7/2022,3485,39243,697,1.7761,5,299,1,0,0,0,0.0014,1599,0,0,0,0.4588,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,KKCO9SQSBTB2,GOBUDS_410_Price_Feature,3/7/2022,3285,39161,657,1.6777,5,366,2,0,0,0,0.003,2548,0,0,0,0.7756,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ELBWLWO8WYZR,GOBUDS_600_New_Keywords,5/7/2022,3485,39120,697,1.7817,5,274,2,0,0,0,0.0029,3198,0,0,0,0.9176,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,JWB7FGORBTW8,GOBUDS_410_Generic_Brand,12/7/2022,4275,38984,855,2.1932,5,360,0,0,0,0,0,0,0,0,0,0,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,KKCO9SQSBTB2,GOBUDS_410_Price_Feature,4/7/2022,3350,38792,670,1.7272,5,302,0,0,2,0,0.003,0,0,2298,0,0.686,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ELBWLWO8WYZR,GOBUDS_600_New_Keywords,14-07-2022,3450,38779,690,1.7793,5,230,1,0,0,0,0.0014,1599,0,0,0,0.4635,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,KKCO9SQSBTB2,GOBUDS_410_Price_Feature,19-07-2022,2695,38491,539,1.4003,5,304,0,0,3,0,0.0056,0,0,3197,0,1.1863,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ELBWLWO8WYZR,GOBUDS_600_New_Keywords,16-07-2022,3445,38388,689,1.7948,5,267,0,0,2,0,0.0029,0,0,1358,0,0.3942,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,JWB7FGORBTW8,GOBUDS_410_Generic_Brand,6/7/2022,3185,38257,637,1.6651,5,274,0,0,0,0,0,0,0,0,0,0,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ELBWLWO8WYZR,GOBUDS_600_New_Keywords,13-07-2022,3485,37908,697,1.8387,5,332,2,0,1,0,0.0043,3298,0,1699,0,1.4339,0
CSYVRLTJPRUU,PCA_GOBASS_CREATIVES,KRQT37RIQLUO,GOBASS_400,6/7/2022,3129.6,37805,459,1.2141,6.8183,390,3,0,2,0,0.0109,1007,0,1020,0,0.6477,0
CSYVRLTJPRUU,PCA_GOBASS_CREATIVES,KEBO7XDVM0VQ,GOBASS_410,6/7/2022,2910,37442,485,1.2953,6,448,2,0,1,0,0.0062,748,0,549,0,0.4457,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,JWB7FGORBTW8,GOBUDS_410_Generic_Brand,19-07-2022,2725,37104,545,1.4688,5,226,0,0,1,0,0.0018,0,0,999,0,0.3666,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ELBWLWO8WYZR,GOBUDS_600_New_Keywords,15-07-2022,3475,37075,695,1.8746,5,267,2,0,0,0,0.0029,3098,0,0,0,0.8915,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ECYJSBLZ66FW,GOBUDS_410_Good_KW,8/7/2022,2480,36723,496,1.3507,5,160,0,0,0,0,0,0,0,0,0,0,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ECYJSBLZ66FW,GOBUDS_410_Good_KW,10/7/2022,2470,36447,494,1.3554,5,186,1,0,3,0,0.0081,1499,0,3697,0,2.1036,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ECYJSBLZ66FW,GOBUDS_410_Good_KW,2/7/2022,2615,36372,523,1.4379,5,170,1,0,0,0,0.0019,1099,0,0,0,0.4203,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ELBWLWO8WYZR,GOBUDS_600_New_Keywords,1/7/2022,3455,36218,691,1.9079,5,303,0,0,0,0,0,0,0,0,0,0,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ECYJSBLZ66FW,GOBUDS_410_Good_KW,1/7/2022,2440,35990,488,1.3559,5,144,1,0,0,0,0.002,1599,0,0,0,0.6553,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ELBWLWO8WYZR,GOBUDS_600_New_Keywords,18-07-2022,3230,35958,646,1.7965,5,255,1,0,1,0,0.0031,1599,0,1599,0,0.9901,0
FG141AULCCDK,LF-PCA-EarBuds-New-Creatives,5CUZDRK66WP1,Buds-auto,28-07-2022,12475,35882,499,1.3907,25,204,2,0,6,0,0.016,2498,0,7794,0,0.825,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ELBWLWO8WYZR,GOBUDS_600_New_Keywords,6/7/2022,3470,35302,694,1.9659,5,319,1,0,1,0,0.0029,1599,0,1199,0,0.8063,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,KKCO9SQSBTB2,GOBUDS_410_Price_Feature,2/7/2022,3175,34686,635,1.8307,5,457,10,0,2,0,0.0189,13290,0,3198,0,5.1931,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ECYJSBLZ66FW,GOBUDS_410_Good_KW,3/7/2022,2480,34458,496,1.4394,5,161,0,0,1,0,0.002,0,0,1799,0,0.7254,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ECYJSBLZ66FW,GOBUDS_410_Good_KW,6/7/2022,2490,34304,498,1.4517,5,139,0,0,1,0,0.002,0,0,1299,0,0.5217,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,BRELNOCXBQ2C,GOBUDS_621_New_Keywords,10/7/2022,2485,34108,497,1.4571,5,202,3,0,2,0,0.0101,3997,0,3198,0,2.8954,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,BRELNOCXBQ2C,GOBUDS_621_New_Keywords,8/7/2022,2485,34097,497,1.4576,5,221,6,0,1,0,0.0141,8194,0,1299,0,3.8201,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,GPE0JOIZFH4Z,GOBUDS_600_Good_KW,10/7/2022,2480,34095,496,1.4548,5,292,5,0,2,0,0.0141,5595,0,3398,0,3.6262,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,KKCO9SQSBTB2,GOBUDS_410_Price_Feature,6/7/2022,2940,33874,588,1.7358,5,420,5,0,1,0,0.0102,7070,0,549,0,2.5915,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,RXP6RVMO8GWI,GOCRUSH_421,24-07-2022,3818,33853,285,0.8419,13.3965,118,0,0,0,0,0,0,0,0,0,0,0
CSYVRLTJPRUU,PCA_GOBASS_CREATIVES,Q3K9OYAPX7KJ,GOBASS_610,5/7/2022,2142,33675,357,1.0601,6,233,1,0,4,0,0.014,499,0,4446,0,2.3086,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,BRELNOCXBQ2C,GOBUDS_621_New_Keywords,9/7/2022,2485,33268,497,1.4939,5,228,0,0,2,0,0.004,0,0,2048,0,0.8241,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,KKCO9SQSBTB2,GOBUDS_410_Price_Feature,21-07-2022,2225,33175,445,1.3414,5,387,5,0,4,0,0.0202,5145,0,4287,0,4.2391,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ECYJSBLZ66FW,GOBUDS_410_Good_KW,16-07-2022,2440,32803,488,1.4877,5,171,2,0,0,0,0.0041,3050,0,0,0,1.25,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ECYJSBLZ66FW,GOBUDS_410_Good_KW,7/7/2022,2475,32750,495,1.5115,5,269,0,0,2,0,0.004,0,0,2998,0,1.2113,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,JWB7FGORBTW8,GOBUDS_410_Generic_Brand,21-07-2022,2235,32490,447,1.3758,5,313,3,0,1,0,0.0089,4397,0,1599,0,2.6828,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ECYJSBLZ66FW,GOBUDS_410_Good_KW,14-07-2022,2485,32468,497,1.5307,5,130,2,0,2,0,0.008,1398,0,1848,0,1.3062,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ECYJSBLZ66FW,GOBUDS_410_Good_KW,9/7/2022,2465,32388,493,1.5222,5,163,0,0,1,0,0.002,0,0,1099,0,0.4458,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,JWB7FGORBTW8,GOBUDS_410_Generic_Brand,20-07-2022,2115,32166,423,1.3151,5,420,7,0,1,0,0.0189,7859,0,999,0,4.1882,0
F18XN59F8P9R,PCA_GOCRUSH_CREATIVES,DLQXMFH68TVS,GOCRUSH_900,24-07-2022,6917,31894,448,1.4047,15.4397,372,0,0,1,0,0.0022,0,0,2999,0,0.4336,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,BRELNOCXBQ2C,GOBUDS_621_New_Keywords,12/7/2022,2475,31807,495,1.5563,5,161,0,0,0,0,0,0,0,0,0,0,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,KKCO9SQSBTB2,GOBUDS_410_Price_Feature,20-07-2022,2165,31804,433,1.3615,5,282,0,0,1,0,0.0023,0,0,999,0,0.4614,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ECYJSBLZ66FW,GOBUDS_410_Good_KW,4/7/2022,2485,31648,497,1.5704,5,257,2,0,1,0,0.006,3198,0,1999,0,2.0913,0
CSYVRLTJPRUU,PCA_GOBASS_CREATIVES,Q3K9OYAPX7KJ,GOBASS_610,4/7/2022,2412,31556,402,1.2739,6,334,3,0,2,0,0.0124,1497,0,1048,0,1.0551,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ECYJSBLZ66FW,GOBUDS_410_Good_KW,5/7/2022,2540,31391,508,1.6183,5,201,1,0,2,0,0.0059,1199,0,3398,0,1.8098,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,JWB7FGORBTW8,GOBUDS_410_Generic_Brand,17-07-2022,2390,31265,478,1.5289,5,218,0,0,4,0,0.0084,0,0,4946,0,2.0695,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,KKCO9SQSBTB2,GOBUDS_410_Price_Feature,1/7/2022,3135,31123,627,2.0146,5,358,2,0,0,0,0.0032,3898,0,0,0,1.2434,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,BRELNOCXBQ2C,GOBUDS_621_New_Keywords,3/7/2022,2480,31026,496,1.5987,5,221,3,0,1,0,0.0081,4797,0,549,0,2.1556,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,BRELNOCXBQ2C,GOBUDS_621_New_Keywords,4/7/2022,2485,30638,497,1.6222,5,226,2,0,1,0,0.006,3798,0,1199,0,2.0109,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,BRELNOCXBQ2C,GOBUDS_621_New_Keywords,1/7/2022,2485,30536,497,1.6276,5,219,0,0,0,0,0,0,0,0,0,0,0
CSYVRLTJPRUU,PCA_GOBASS_CREATIVES,KEBO7XDVM0VQ,GOBASS_410,5/7/2022,2412,30396,402,1.3225,6,338,7,0,1,0,0.0199,3393,0,1799,0,2.1526,0
0JTBJ1FEFN6E,PCA_GOBUDS_JUNE,DQHERJGZDGBO,GOBUDS_400_Keywords,17-07-2022,2772,30222,396,1.3103,7,176,4,0,0,0,0.0101,4696,0,0,0,1.6941,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ECYJSBLZ66FW,GOBUDS_410_Good_KW,15-07-2022,2485,30219,497,1.6447,5,173,1,0,0,0,0.002,999,0,0,0,0.402,0
CSYVRLTJPRUU,PCA_GOBASS_CREATIVES,Q3K9OYAPX7KJ,GOBASS_610,10/7/2022,2694,29972,449,1.4981,6,329,5,0,0,0,0.0111,3694,0,0,0,1.3712,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,GPE0JOIZFH4Z,GOBUDS_600_Good_KW,20-07-2022,2460,29961,492,1.6421,5,208,0,0,0,0,0,0,0,0,0,0,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ECYJSBLZ66FW,GOBUDS_410_Good_KW,19-07-2022,2485,29955,497,1.6592,5,178,0,0,2,0,0.004,0,0,2198,0,0.8845,0
0JTBJ1FEFN6E,PCA_GOBUDS_JUNE,DQHERJGZDGBO,GOBUDS_400_Keywords,13-07-2022,2975,29875,425,1.4226,7,204,2,0,1,0,0.0071,3198,0,2499,0,1.915,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,ECYJSBLZ66FW,GOBUDS_410_Good_KW,13-07-2022,2475,29804,495,1.6609,5,211,0,0,1,0,0.002,0,0,1499,0,0.6057,0
ABB67J8TSQXB,PCA_GOBUDS_CREATIVES,BRELNOCXBQ2C,GOBUDS_621_New_Keywords,7/7/2022,2480,29794,496,1.6648,5,201,1,0,0,0,0.002,999,0,0,0,0.4028,0
