Date,Currency,Campaign Name,Attribution type,Purchased ASIN,14 Day Total Sales,14 Day Total Orders (#),14 Day Total Units (#),14 Day New-to-brand Sales,14 Day New-to-brand Orders (#),14 Day New-to-brand Units (#),14 Day % of Sales New-to-brand,14 Day % of Orders New-to-brand,14 Day % of Units New-to-brand
"Jul 10, 2022",INR,Gobass610_SBV_UnboxingVideo,Promoted,B09P35224S,Rs.380.51,1,1,Rs.380.51,1,1,100.00%,100.00%,100.00%
"Jul 10, 2022",INR,Gokixx410_SBv_UnboxingVideo,Promoted,B09P2Z8KWN,Rs.2794.08,3,3,Rs.2794.08,3,3,100.00%,100.00%,100.00%
"Jul 10, 2022",INR,Gobass 900_SBv_Video,Promoted,B09P3GQ9TQ,Rs.465.25,1,1,Rs.465.25,1,1,100.00%,100.00%,100.00%
"Jul 10, 2022",INR,Gocrush_900_SBV_Video,Promoted,B09PRQ8S8G,Rs.5930.51,2,2,Rs.5930.51,2,2,100.00%,100.00%,100.00%
"Jul 10, 2022",INR,Gobass410_SBv_Video,Brand Halo,B09P31MBGH,Rs.465.25,1,1,Rs.465.25,1,1,1,100.00%,100.00%
"Jul 10, 2022",INR,GOSURROUND_SB,Promoted,B09YV5LC7F,Rs.6778.81,1,1,Rs.6778.81,1,1,100.00%,100.00%,100.00%
"Jul 10, 2022",INR,GOSURROUND_SB,Promoted,B09YV463PY,Rs.10167.8,2,2,Rs.10167.8,2,2,100.00%,100.00%,100.00%
"Jul 10, 2022",INR,Gobass610_SBV_UnboxingVideo,Brand Halo,B09P31MBGH,Rs.465.26,1,1,Rs.465.26,1,1,100.00%,100.00%,100.00%
"Jul 10, 2022",INR,Gocrush_900_SBV_UnboxingVideo,Promoted,B09PRQ8S8G,Rs.2965.25,1,1,Rs.2965.25,1,1,100.00%,100.00%,100.00%
"Jul 10, 2022",INR,SB_Brand_Keyword,Brand Halo,B09V196GQR,Rs.1948.31,1,1,Rs.1948.31,1,1,100.00%,100.00%,100.00%
"Jul 10, 2022",INR,Gobass610_SBV_Video,Promoted,B09P35224S,Rs.8880.48,21,21,Rs.8880.48,21,21,100.00%,100.00%,100.00%
"Jul 10, 2022",INR,Gobuds600_SBV_Video,Promoted,B09P33L9ZR,Rs.9570.31,7,7,Rs.9570.31,7,7,100.00%,100.00%,100.00%
"Jul 10, 2022",INR,Gobass410_SBv_Video,Promoted,B09P348V1P,Rs.338.14,1,1,Rs.338.14,1,1,100.00%,100.00%,100.00%
"Jul 10, 2022",INR,Gobass400_SBv_Video,Promoted,B09P35Y9Q8,Rs.2070.32,8,8,Rs.2070.32,7,7,100.00%,87.50%,87.50%
"Jul 11, 2022",INR,Gobuds920_SBV_Video,Brand Halo,B09P33L9ZR,Rs.1355.08,1,1,Rs.1355.08,1,1,100.00%,100.00%,100.00%
"Jul 11, 2022",INR,Gobass610_SBV_Video,Promoted,B09P35224S,Rs.5877.94,15,15,Rs.5497.44,13,13,93.50%,86.70%,86.70%
"Jul 11, 2022",INR,Gobass610_SBV_UnboxingVideo,Promoted,B09P35224S,Rs.2494.91,6,6,Rs.2114.4,5,5,0.847,83.30%,83.30%
"Jul 11, 2022",INR,SB_Gen_Keyword,Promoted,B09P35Y9Q8,Rs.295.76,1,1,Rs.295.76,1,1,100.00%,100.00%,100.00%
"Jul 11, 2022",INR,Gobuds600_SBV_UnboxingVideo,Promoted,B09P33L9ZR,Rs.2710.16,3,3,Rs.2710.16,2,2,100.00%,66.70%,66.70%
"Jul 11, 2022",INR,Gobass400_SBv_Video,Promoted,B09P35Y9Q8,Rs.8577.04,30,30,Rs.8577.04,29,29,100.00%,96.70%,96.70%
"Jul 11, 2022",INR,Gobass 900_SBv_Video,Promoted,B09P3GQ9TQ,Rs.1395.75,3,3,Rs.1395.75,3,3,100.00%,100.00%,100.00%
"Jul 11, 2022",INR,Gobuds600_SBV_Video,Brand Halo,B09P32HN32,Rs.1355.08,1,1,Rs.1355.08,1,1,100.00%,100.00%,100.00%
"Jul 11, 2022",INR,GOSURROUND_SB,Promoted,B09YV3YQVB,Rs.3388.98,2,2,Rs.3388.98,1,1,1,50.00%,50.00%
"Jul 11, 2022",INR,Gobass410_SBv_Video,Promoted,B09P348V1P,Rs.338.14,1,1,Rs.338.14,1,1,100.00%,100.00%,100.00%
"Jul 11, 2022",INR,GOSURROUND_SB,Promoted,B09YV5LC7F,Rs.0.0,1,1,Rs.0.0,0,0,,0.00%,0.00%
"Jul 11, 2022",INR,Gobuds600_SBV_Video,Promoted,B09P33L9ZR,Rs.8130.48,6,6,Rs.8130.48,6,6,100.00%,100.00%,100.00%
"Jul 11, 2022",INR,Gocrush_900_SBV_Video2,Promoted,B09PRQ8S8G,Rs.2965.25,1,1,Rs.2965.25,1,1,100.00%,100.00%,100.00%
"Jul 11, 2022",INR,Gobass410_SBV_UnboxingVideo,Promoted,B09P348V1P,Rs.1437.3,4,4,Rs.1437.3,4,4,100.00%,100.00%,100.00%
"Jul 11, 2022",INR,Gobass900_SBV_UnboxingVideo,Promoted,B09P3GQ9TQ,Rs.465.25,1,1,Rs.465.25,1,1,100.00%,100.00%,100.00%
"Jul 11, 2022",INR,GOSURROUND_SB,Promoted,B09YV2XRY7,Rs.15252.54,3,3,Rs.15252.54,2,2,100.00%,66.70%,66.70%
"Jul 11, 2022",INR,Gobuds920_SBV_Video,Promoted,B09P36YZN7,Rs.16942.4,8,8,Rs.14824.6,7,7,87.50%,87.50%,87.50%
"Jul 11, 2022",INR,Gobass610_SBV_Video,Brand Halo,B09P35Y9Q8,Rs.295.76,1,1,Rs.295.76,1,1,100.00%,100.00%,100.00%
"Jul 11, 2022",INR,Gokixx421_SBV_video,Promoted,B09P385YZC,Rs.846.62,1,1,Rs.846.62,1,1,100.00%,100.00%,100.00%
"Jul 11, 2022",INR,GOSURROUND_SB,Promoted,B09YV463PY,Rs.10167.8,2,2,Rs.10167.8,2,2,100.00%,100.00%,100.00%
"Jul 11, 2022",INR,GOSURROUND410_SBV_Video,Brand Halo,B09YV4PXDZ,Rs.3812.71,1,1,Rs.3812.71,1,1,100.00%,100.00%,100.00%
"Jul 12, 2022",INR,Gobuds920_SBV_UnboxingVideo,Promoted,B09P36YZN7,Rs.2287.29,2,2,Rs.2287.29,1,1,100.00%,50.00%,50.00%
"Jul 12, 2022",INR,Gocrush_900_SBV_UnboxingVideo,Promoted,B09PRQ8S8G,Rs.5930.5,2,2,Rs.5930.5,2,2,100.00%,100.00%,100.00%
"Jul 12, 2022",INR,Gobuds600_SBV_Video,Promoted,B09P33L9ZR,Rs.4319.49,5,5,Rs.1439.83,2,2,0.333,40.00%,40.00%
"Jul 12, 2022",INR,SB_Brand_Keyword,Brand Halo,B09V196GQR,Rs.1948.31,2,2,Rs.1948.31,1,1,100.00%,50.00%,50.00%
"Jul 12, 2022",INR,Gobass610_SBV_UnboxingVideo,Promoted,B09P35224S,Rs.845.76,2,2,Rs.845.76,2,2,100.00%,100.00%,100.00%
"Jul 12, 2022",INR,Gobass400_SBv_Video,Promoted,B09P35Y9Q8,Rs.4436.4,16,16,Rs.4436.4,15,15,100.00%,93.80%,93.80%
"Jul 12, 2022",INR,Gobuds600_SBV_UnboxingVideo,Promoted,B09P33L9ZR,Rs.4319.49,4,4,Rs.2879.66,2,2,66.70%,50.00%,50.00%
"Jul 12, 2022",INR,GOSURROUND_SB,Promoted,B09YV5LC7F,Rs.6778.81,1,1,Rs.6778.81,1,1,100.00%,100.00%,100.00%
"Jul 12, 2022",INR,Gobass610_SBV_Video,Brand Halo,B09P31MBGH,Rs.465.26,2,2,Rs.465.26,1,1,100.00%,50.00%,50.00%
"Jul 12, 2022",INR,Gobass410_SBV_UnboxingVideo,Promoted,B09P348V1P,Rs.761.02,2,2,Rs.761.02,2,2,100.00%,100.00%,100.00%
"Jul 12, 2022",INR,SB_Gen_Keyword,Promoted,B09PRQ8MNW,Rs.0.0,1,1,Rs.0.0,0,0,,0.00%,0.00%
"Jul 12, 2022",INR,Gobuds_SB_Brand,Brand Halo,B09V196GQR,Rs.1948.31,1,1,Rs.1948.31,1,1,100.00%,100.00%,100.00%
"Jul 12, 2022",INR,Gobuds920_SBV_Video,Promoted,B09P36YZN7,Rs.15672.05,7,7,Rs.15672.05,7,7,100.00%,100.00%,100.00%
"Jul 12, 2022",INR,GOSURROUND_SB,Promoted,B09YV2XRY7,Rs.15252.54,3,3,Rs.15252.54,2,2,100.00%,66.70%,66.70%
"Jul 12, 2022",INR,Gobass900_SBV_Video2,Promoted,B09P3GQ9TQ,Rs.465.25,1,1,Rs.465.25,1,1,100.00%,100.00%,100.00%
"Jul 12, 2022",INR,Gobuds600_SBV_Video,Brand Halo,B09P37YKMS,Rs.1270.34,1,1,Rs.1270.34,1,1,100.00%,100.00%,100.00%
"Jul 12, 2022",INR,Gobass410_SBv_Video,Promoted,B09P348V1P,Rs.338.14,1,1,Rs.338.14,1,1,100.00%,100.00%,100.00%
"Jul 12, 2022",INR,Gocrush_421_SBV_Video,Promoted,B09PRQ8MNW,Rs.1439.83,1,1,Rs.1439.83,1,1,100.00%,100.00%,100.00%
"Jul 12, 2022",INR,SB_Gen_Keyword,Promoted,B09P31MBGH,Rs.465.25,1,1,Rs.465.25,1,1,100.00%,100.00%,100.00%
"Jul 12, 2022",INR,Gobass 900_SBv_Video,Promoted,B09P3GQ9TQ,Rs.930.5,1,2,Rs.930.5,1,2,1,100.00%,100.00%
"Jul 12, 2022",INR,Gobuds920_SBV_Video,Brand Halo,B09P35224S,Rs.380.51,1,1,Rs.380.51,1,1,100.00%,100.00%,100.00%
"Jul 12, 2022",INR,Gobass610_SBV_Video,Promoted,B09P35224S,Rs.8838.11,22,22,Rs.8457.6,20,20,95.70%,90.90%,90.90%
"Jul 12, 2022",INR,Gobass610_SBV_UnboxingVideo,Brand Halo,B09P31MBGH,Rs.465.25,2,2,Rs.465.25,1,1,100.00%,50.00%,50.00%
"Jul 12, 2022",INR,GOSURROUND_SB,Promoted,B09YV463PY,Rs.5083.9,1,1,Rs.5083.9,1,1,100.00%,100.00%,100.00%
"Jul 12, 2022",INR,Gobass610_SBV_Video,Brand Halo,B09P35Y9Q8,Rs.295.76,1,1,Rs.295.76,1,1,100.00%,100.00%,100.00%
"Jul 12, 2022",INR,Gobuds902_SBV_Video,Promoted,B09V196GQR,Rs.3896.61,2,2,Rs.3896.61,2,2,100.00%,100.00%,100.00%
"Jul 13, 2022",INR,Gobass400_SBv_Video,Promoted,B09P35Y9Q8,Rs.5027.92,18,18,Rs.4732.16,16,16,94.10%,88.90%,88.90%
"Jul 13, 2022",INR,Gobass410_SBV_UnboxingVideo,Promoted,B09P348V1P,Rs.676.28,2,2,Rs.676.28,2,2,100.00%,100.00%,100.00%
"Jul 13, 2022",INR,GOSURROUND_SB,Promoted,B09YV3YQVB,Rs.6777.96,2,2,Rs.6777.96,2,2,100.00%,100.00%,100.00%
"Jul 13, 2022",INR,Gobuds600_SBV_UnboxingVideo,Brand Halo,B09P37YKMS,Rs.1270.34,1,1,Rs.1270.34,1,1,100.00%,100.00%,100.00%
"Jul 13, 2022",INR,SB_Brand_Keyword,Brand Halo,B09P34XY7M,Rs.846.61,1,1,Rs.846.61,1,1,100.00%,100.00%,100.00%
"Jul 13, 2022",INR,Gobuds920_SBV_Video,Promoted,B09P36YZN7,Rs.4574.58,2,2,Rs.4574.58,2,2,100.00%,100.00%,100.00%
"Jul 13, 2022",INR,Gobass610_SBV_Video,Promoted,B09P35224S,Rs.5877.95,15,15,Rs.5877.95,14,14,100.00%,93.30%,93.30%
"Jul 13, 2022",INR,Gobass 900_SBv_Video,Promoted,B09P3GQ9TQ,Rs.930.5,2,2,Rs.930.5,2,2,100.00%,100.00%,100.00%
"Jul 13, 2022",INR,GOSURROUND_SB,Promoted,B09YV463PY,Rs.5083.9,1,1,Rs.5083.9,1,1,100.00%,100.00%,100.00%
"Jul 13, 2022",INR,GOSURROUND_SB,Promoted,B09YV4PXDZ,Rs.7625.42,2,2,Rs.3812.71,1,1,50.00%,50.00%,50.00%
"Jul 13, 2022",INR,Gocrush_900_SBV_UnboxingVideo,Promoted,B09PRQ8S8G,Rs.2965.25,1,1,Rs.2965.25,1,1,100.00%,100.00%,100.00%
"Jul 13, 2022",INR,SB_Brand_Keyword,Promoted,B09P33L9ZR,Rs.1355.08,1,1,Rs.0.0,0,0,0.00%,0.00%,0.00%
"Jul 13, 2022",INR,Gobass900_SBV_UnboxingVideo,Promoted,B09P3GQ9TQ,Rs.338.14,1,1,Rs.338.14,1,1,100.00%,100.00%,100.00%
"Jul 13, 2022",INR,Gobass400_SBv_Video,Brand Halo,B09P31MBGH,Rs.465.25,1,1,Rs.465.25,1,1,100.00%,100.00%,100.00%
"Jul 13, 2022",INR,GOSURROUND_SB,Promoted,B09YV2XRY7,Rs.7626.27,1,1,Rs.7626.27,1,1,100.00%,100.00%,100.00%
"Jul 13, 2022",INR,GOSURROUND_SB,Promoted,B09YV5LC7F,Rs.6778.82,1,1,Rs.6778.82,1,1,100.00%,100.00%,100.00%
"Jul 13, 2022",INR,Gobass410_SBv_Video,Promoted,B09P348V1P,Rs.338.14,1,1,Rs.338.14,1,1,100.00%,100.00%,100.00%
"Jul 13, 2022",INR,Gocrush_900_SBV_Video2,Promoted,B09PRQ8S8G,Rs.2965.25,1,1,Rs.2965.25,1,1,100.00%,100.00%,100.00%
"Jul 13, 2022",INR,Gobass900_SBV_Video2,Promoted,B09P3GQ9TQ,Rs.803.39,2,2,Rs.803.39,2,2,100.00%,100.00%,100.00%
"Jul 13, 2022",INR,Gobuds600_SBV_Video,Promoted,B09P33L9ZR,Rs.5589.82,5,5,Rs.5589.82,4,4,100.00%,80.00%,80.00%
"Jul 13, 2022",INR,Gobass610_SBV_UnboxingVideo,Promoted,B09P35224S,Rs.2537.28,7,7,Rs.2537.28,6,6,100.00%,85.70%,85.70%
"Jul 13, 2022",INR,GOSURROUND_SB,Promoted,B09YV3VFWD,Rs.5931.36,1,1,Rs.5931.36,1,1,100.00%,100.00%,100.00%
"Jul 13, 2022",INR,Gobuds920_SBV_UnboxingVideo,Promoted,B09P36YZN7,Rs.2117.8,1,1,Rs.2117.8,1,1,100.00%,100.00%,100.00%
"Jul 13, 2022",INR,Gocrush_421_SBV_Video,Promoted,B09PRQ8MNW,Rs.1439.83,1,1,Rs.1439.83,1,1,100.00%,100.00%,100.00%
"Jul 14, 2022",INR,Gobass900_SBV_Video2,Promoted,B09P3GQ9TQ,Rs.465.25,1,1,Rs.0.0,0,0,0.00%,0.00%,0.00%
"Jul 14, 2022",INR,GOSURROUND_SB,Promoted,B09YV2XRY7,Rs.7626.27,1,1,Rs.7626.27,1,1,100.00%,100.00%,100.00%
"Jul 14, 2022",INR,GOSURROUND_SB,Promoted,B09YV4PXDZ,Rs.3812.71,1,1,Rs.3812.71,1,1,100.00%,100.00%,100.00%
"Jul 14, 2022",INR,Gobuds600_SBV_Video,Promoted,B09P33L9ZR,Rs.10840.64,8,8,Rs.10840.64,8,8,100.00%,100.00%,100.00%
"Jul 14, 2022",INR,GOSURROUND_SB,Brand Halo,B09P348V1P,Rs.338.14,1,1,Rs.338.14,1,1,100.00%,100.00%,100.00%
"Jul 14, 2022",INR,Gocrush_900_SBV_Video,Promoted,B09PRQ8S8G,Rs.2965.25,1,1,Rs.2965.25,1,1,100.00%,100.00%,100.00%
"Jul 14, 2022",INR,GOSURROUND_SB,Promoted,B09YV463PY,Rs.10167.8,2,2,Rs.10167.8,2,2,100.00%,100.00%,100.00%
"Jul 14, 2022",INR,Gobass 900_SBv_Video,Promoted,B09P3GQ9TQ,Rs.1395.75,4,4,Rs.930.5,2,2,66.70%,50.00%,50.00%
"Jul 14, 2022",INR,Gobass410_SBv_Video,Promoted,B09P348V1P,Rs.338.14,1,1,Rs.338.14,1,1,100.00%,100.00%,100.00%
"Jul 14, 2022",INR,GOSURROUND_SB,Promoted,B09YV3YQVB,Rs.3388.98,1,1,Rs.3388.98,1,1,100.00%,100.00%,100.00%
"Jul 14, 2022",INR,Gobuds600_SBV_UnboxingVideo,Promoted,B09P33L9ZR,Rs.4065.24,3,3,Rs.4065.24,3,3,100.00%,100.00%,100.00%
"Jul 14, 2022",INR,Gobass610_SBV_Video,Promoted,B09P35224S,Rs.7399.99,18,18,Rs.7019.48,17,17,94.90%,94.40%,94.40%
"Jul 14, 2022",INR,Gobass400_SBv_Video,Brand Halo,B09P35224S,Rs.422.88,1,1,Rs.422.88,1,1,100.00%,100.00%,100.00%
"Jul 14, 2022",INR,Gobass410_SBV_UnboxingVideo,Promoted,B09P348V1P,Rs.338.14,1,1,Rs.338.14,1,1,100.00%,100.00%,100.00%
"Jul 14, 2022",INR,Gobass400_SBv_Video,Promoted,B09P35Y9Q8,Rs.4436.4,14,15,Rs.4436.4,14,15,100.00%,100.00%,100.00%
"Jul 14, 2022",INR,GOSURROUND_SB,Promoted,B09YV5LC7F,Rs.6778.81,1,1,Rs.6778.81,1,1,100.00%,100.00%,100.00%
"Jul 14, 2022",INR,Gobuds920_SBV_Video,Promoted,B09P36YZN7,Rs.2117.8,1,1,Rs.2117.8,1,1,100.00%,100.00%,100.00%
"Jul 14, 2022",INR,GOSURROUND_SB,Promoted,B09YV3VFWD,Rs.5931.36,1,1,Rs.5931.36,1,1,100.00%,100.00%,100.00%
"Jul 14, 2022",INR,Gokixx421_SBV_video2,Promoted,B09P385YZC,Rs.846.61,1,1,Rs.846.61,1,1,100.00%,100.00%,100.00%
"Jul 14, 2022",INR,Gobuds920_SBV_UnboxingVideo,Promoted,B09P36YZN7,Rs.4235.6,2,2,Rs.4235.6,2,2,100.00%,100.00%,100.00%
"Jul 14, 2022",INR,Gobass610_SBV_UnboxingVideo,Promoted,B09P35224S,Rs.1183.9,3,3,Rs.1183.9,3,3,100.00%,100.00%,100.00%
"Jul 15, 2022",INR,Gobuds600_SBV_Video,Brand Halo,B09P36YZN7,Rs.2117.8,1,1,Rs.2117.8,1,1,100.00%,100.00%,100.00%
"Jul 15, 2022",INR,Gobuds920_SBV_Video,Brand Halo,B09P3FZD31,Rs.1100.85,1,1,Rs.0.0,0,0,0.00%,0.00%,0.00%
"Jul 15, 2022",INR,Gobass610_SBV_UnboxingVideo,Promoted,B09P35224S,Rs.380.51,1,1,Rs.380.51,1,1,100.00%,100.00%,100.00%
"Jul 15, 2022",INR,Gobass610_SBV_UnboxingVideo,Brand Halo,B09P35Y9Q8,Rs.295.76,1,1,Rs.295.76,1,1,100.00%,100.00%,100.00%
"Jul 15, 2022",INR,GOSURROUND_SB,Promoted,B09YV463PY,Rs.5083.9,1,1,Rs.5083.9,1,1,100.00%,100.00%,100.00%
"Jul 15, 2022",INR,Gobuds920_SBV_Video,Promoted,B09P36YZN7,Rs.8471.2,4,4,Rs.8471.2,4,4,100.00%,100.00%,100.00%
"Jul 15, 2022",INR,SB_Product_Targeting,Brand Halo,B09P35Y9Q8,Rs.295.76,1,1,Rs.295.76,1,1,100.00%,100.00%,100.00%
"Jul 15, 2022",INR,Gobass400_SBv_Video,Promoted,B09P35Y9Q8,Rs.5619.44,20,20,Rs.5027.92,17,17,89.50%,85.00%,85.00%
"Jul 15, 2022",INR,Gobass900_SBV_Video2,Promoted,B09P3GQ9TQ,Rs.338.14,1,1,Rs.338.14,1,1,100.00%,100.00%,100.00%
"Jul 15, 2022",INR,GOSURROUND_SB,Promoted,B09YV3YQVB,Rs.3388.98,1,1,Rs.3388.98,1,1,100.00%,100.00%,100.00%
"Jul 15, 2022",INR,Gobass610_SBV_UnboxingVideo,Brand Halo,B09P31MBGH,Rs.465.25,1,1,Rs.0.0,0,0,0.00%,0.00%,0.00%
"Jul 15, 2022",INR,GOSURROUND_SB,Promoted,B09YV3VFWD,Rs.5931.36,1,1,Rs.5931.36,1,1,100.00%,100.00%,100.00%
"Jul 15, 2022",INR,Gocrush_900_SBV_Video2,Promoted,B09PRQ8S8G,Rs.2965.25,1,1,Rs.2965.25,1,1,100.00%,100.00%,100.00%
"Jul 15, 2022",INR,Gobass410_SBv_Video,Promoted,B09P348V1P,Rs.676.28,2,2,Rs.676.28,2,2,100.00%,100.00%,100.00%
"Jul 15, 2022",INR,Gobuds600_SBV_Video,Promoted,B09P33L9ZR,Rs.9485.56,7,7,Rs.9485.56,7,7,100.00%,100.00%,100.00%
"Jul 15, 2022",INR,Gobuds920_SBV_UnboxingVideo,Promoted,B09P36YZN7,Rs.14824.6,7,7,Rs.14824.6,7,7,1,100.00%,100.00%
"Jul 15, 2022",INR,Gocrush_900_SBV_UnboxingVideo,Promoted,B09PRQ8S8G,Rs.5930.5,2,2,Rs.5930.5,2,2,100.00%,100.00%,100.00%
"Jul 15, 2022",INR,Gobuds600_SBV_UnboxingVideo,Promoted,B09P33L9ZR,Rs.4065.24,3,3,Rs.4065.24,3,3,100.00%,100.00%,100.00%
"Jul 15, 2022",INR,Gobass900_SBV_UnboxingVideo,Promoted,B09P3GQ9TQ,Rs.338.14,1,1,Rs.338.14,1,1,100.00%,100.00%,100.00%
"Jul 15, 2022",INR,Gobass610_SBV_Video,Brand Halo,B09P348V1P,Rs.338.14,1,1,Rs.338.14,1,1,100.00%,100.00%,100.00%
"Jul 15, 2022",INR,Gobass410_SBV_UnboxingVideo,Promoted,B09P348V1P,Rs.1014.42,3,3,Rs.1014.42,3,3,100.00%,100.00%,100.00%
"Jul 15, 2022",INR,GOSURROUND_SB,Promoted,B09YV2XRY7,Rs.7626.27,2,2,Rs.7626.27,1,1,100.00%,50.00%,50.00%
"Jul 15, 2022",INR,Gobass610_SBV_Video,Promoted,B09P35224S,Rs.5327.14,14,14,Rs.5327.14,14,14,100.00%,100.00%,100.00%
"Jul 15, 2022",INR,Gobass 900_SBv_Video,Promoted,B09P3GQ9TQ,Rs.338.14,2,2,Rs.338.14,1,1,100.00%,50.00%,50.00%
"Jul 16, 2022",INR,Gobass410_SBv_Video,Brand Halo,B09P3GQ9TQ,Rs.338.14,1,1,Rs.338.14,1,1,100.00%,100.00%,100.00%
"Jul 16, 2022",INR,Gobuds920_SBV_Video,Promoted,B09P36YZN7,Rs.6353.4,3,3,Rs.6353.4,3,3,100.00%,100.00%,100.00%
"Jul 16, 2022",INR,Gobass400_SBv_Video,Promoted,B09P35Y9Q8,Rs.3844.88,13,13,Rs.3549.12,12,12,92.30%,92.30%,92.30%
"Jul 16, 2022",INR,Gobuds_SB_Brand,Brand Halo,B09V196GQR,Rs.1948.31,1,1,Rs.0.0,0,0,0.00%,0.00%,0.00%
"Jul 16, 2022",INR,Gobass610_SBV_Video,Brand Halo,B09P35Y9Q8,Rs.295.76,1,1,Rs.295.76,1,1,100.00%,100.00%,100.00%
"Jul 16, 2022",INR,Gobass410_SBV_UnboxingVideo,Promoted,B09P348V1P,Rs.2366.98,5,7,Rs.2366.98,5,7,100.00%,100.00%,100.00%
"Jul 16, 2022",INR,Gobass900_SBV_Video2,Brand Halo,B09P35Y9Q8,Rs.295.76,1,1,Rs.295.76,1,1,100.00%,100.00%,100.00%
"Jul 16, 2022",INR,Gobass410_SBV_UnboxingVideo,Brand Halo,B09P35224S,Rs.380.51,1,1,Rs.380.51,1,1,100.00%,100.00%,100.00%
"Jul 16, 2022",INR,Gobass 900_SBv_Video,Promoted,B09P3GQ9TQ,Rs.676.28,2,2,Rs.338.14,1,1,50.00%,50.00%,50.00%
"Jul 16, 2022",INR,Gobass900_SBV_UnboxingVideo,Promoted,B09P3GQ9TQ,Rs.676.28,2,2,Rs.676.28,2,2,100.00%,100.00%,100.00%
"Jul 16, 2022",INR,Gobuds920_SBV_UnboxingVideo,Promoted,B09P36YZN7,Rs.4066.11,2,2,Rs.4066.11,2,2,100.00%,100.00%,100.00%
"Jul 16, 2022",INR,Gobass610_SBV_Video,Promoted,B09P35224S,Rs.9893.25,26,27,Rs.9512.74,24,25,96.20%,92.30%,92.60%
"Jul 16, 2022",INR,Gobuds600_SBV_UnboxingVideo,Promoted,B09P33L9ZR,Rs.2710.16,2,2,Rs.1355.08,1,1,50.00%,50.00%,50.00%
"Jul 16, 2022",INR,Gobuds600_SBV_Video,Promoted,B09P33L9ZR,Rs.4065.24,3,3,Rs.4065.24,3,3,100.00%,100.00%,100.00%
"Jul 16, 2022",INR,GOSURROUND610_SBV_Video,Promoted,B09YV463PY,Rs.5083.9,1,1,Rs.5083.9,1,1,1,100.00%,100.00%
"Jul 16, 2022",INR,Gobass610_SBV_Video,Brand Halo,B09P31MBGH,Rs.465.25,1,1,Rs.465.25,1,1,100.00%,100.00%,100.00%
"Jul 16, 2022",INR,Gobass610_SBV_UnboxingVideo,Promoted,B09P35224S,Rs.1522.04,4,4,Rs.1522.04,4,4,100.00%,100.00%,100.00%
"Jul 16, 2022",INR,Gobuds902_SBV_Video,Promoted,B09V196GQR,Rs.1948.31,1,1,Rs.1948.31,1,1,100.00%,100.00%,100.00%
"Jul 16, 2022",INR,Gobass900_SBV_Video2,Promoted,B09P3GQ9TQ,Rs.338.14,1,1,Rs.338.14,1,1,100.00%,100.00%,100.00%
"Jul 16, 2022",INR,Gobold_SB_Brand,Brand Halo,B09P33L9ZR,Rs.1355.08,1,1,Rs.1355.08,1,1,100.00%,100.00%,100.00%
"Jul 16, 2022",INR,Gocrush_900_SBV_UnboxingVideo,Promoted,B09PRQ8S8G,Rs.2965.25,1,1,Rs.2965.25,1,1,100.00%,100.00%,100.00%
"Jul 16, 2022",INR,GOSURROUND_SB,Promoted,B09YV5LC7F,Rs.20336.44,3,3,Rs.13557.62,2,2,66.70%,66.70%,66.70%
"Jul 16, 2022",INR,Gocrush_421_SBV_Video,Promoted,B09PRQ8MNW,Rs.1312.71,1,1,Rs.1312.71,1,1,100.00%,100.00%,100.00%
"Jul 17, 2022",INR,Gocrush421_SBV_UnboxingVideo,Promoted,B09PRQ8MNW,Rs.1312.71,1,1,Rs.1312.71,1,1,100.00%,100.00%,100.00%
"Jul 17, 2022",INR,Gobass410_SBV_UnboxingVideo,Promoted,B09P348V1P,Rs.1690.7,5,5,Rs.1690.7,5,5,100.00%,100.00%,100.00%
"Jul 17, 2022",INR,Gobass400_SBv_Video,Promoted,B09P35Y9Q8,Rs.4436.4,15,15,Rs.4436.4,15,15,100.00%,100.00%,100.00%
"Jul 17, 2022",INR,Gocrush_SB_Brand,Promoted,B09PRQGKH8,Rs.0.0,1,1,Rs.0.0,0,0,,0.00%,0.00%
"Jul 17, 2022",INR,GOSURROUND_SB,Promoted,B09YV2XRY7,Rs.22878.81,3,3,Rs.22878.81,3,3,100.00%,100.00%,100.00%
"Jul 17, 2022",INR,Gobass610_SBV_Video,Brand Halo,B09P35Y9Q8,Rs.295.76,1,1,Rs.295.76,1,1,100.00%,100.00%,100.00%
"Jul 17, 2022",INR,Gobuds600_SBV_Video,Promoted,B09P33L9ZR,Rs.19817.73,16,16,Rs.18462.65,14,14,93.20%,87.50%,87.50%
"Jul 17, 2022",INR,Gobuds920_SBV_Video,Brand Halo,B09P35Y9Q8,Rs.295.76,1,1,Rs.295.76,1,1,100.00%,100.00%,100.00%
"Jul 17, 2022",INR,Gobuds920_SBV_UnboxingVideo,Promoted,B09P36YZN7,Rs.12706.8,6,6,Rs.12706.8,6,6,100.00%,100.00%,100.00%
"Jul 17, 2022",INR,GOSURROUND_SB,Promoted,B09YV3VFWD,Rs.5931.36,1,1,Rs.5931.36,1,1,100.00%,100.00%,100.00%
"Jul 17, 2022",INR,Gobass610_SBV_Video,Brand Halo,B09P31MBGH,Rs.465.25,1,1,Rs.465.25,1,1,100.00%,100.00%,100.00%
"Jul 17, 2022",INR,Gobass900_SBV_UnboxingVideo,Promoted,B09P3GQ9TQ,Rs.676.28,2,2,Rs.676.28,2,2,100.00%,100.00%,100.00%
